Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00566,Female,Yes,3+,Graduate,Yes,182927,100036,2786164,120,1,Rural,Y
LP00692,Female,No,0,Not Graduate,No,460741,98019,1827585,180,0,Rural,N
LP00322,Female,Yes,2,Graduate,Yes,176135,149030,2511116,300,0,Urban,N
LP01679,Male,No,2,Graduate,No,115916,79777,4194396,360,0,Semiurban,N
LP01696,Female,Yes,1,Graduate,No,374799,30105,2315342,180,0,Rural,N
LP01522,Male,No,2,Graduate,No,250737,43660,3623651,240,0,Rural,N
LP01154,Male,Yes,2,Not Graduate,No,437432,129970,3206928,180,0,Semiurban,N
LP01770,Male,No,3+,Graduate,No,490012,524,281053,300,1,Semiurban,Y
LP00580,Male,No,3+,Not Graduate,No,408786,156376,608619,180,0,Rural,N
LP00108,Female,No,0,Graduate,Yes,442186,161138,4156792,180,1,Urban,Y
LP00070,Female,Yes,2,Not Graduate,Yes,479547,94262,4244420,240,1,Urban,Y
LP00917,Female,No,0,Graduate,Yes,44919,47404,1463077,300,1,Semiurban,Y
LP01205,Female,No,0,Not Graduate,No,484309,65744,451756,120,0,Semiurban,N
LP01362,Female,No,3+,Not Graduate,No,287531,168912,2512565,120,0,Rural,N
LP00399,Male,Yes,1,Not Graduate,No,184272,12054,2075865,240,1,Rural,Y
LP00829,Female,No,2,Graduate,No,236717,32280,184986,360,1,Urban,Y
LP00186,Male,No,0,Not Graduate,No,32889,41014,3807249,180,0,Rural,N
LP00970,Female,Yes,3+,Graduate,No,227567,155822,821729,300,0,Semiurban,N
LP01749,Female,Yes,1,Graduate,No,81357,111809,2459098,300,0,Urban,N
LP00571,Male,No,1,Graduate,No,96426,173885,2718701,360,0,Semiurban,N
LP00677,Male,No,0,Graduate,No,441997,33573,3626291,180,0,Semiurban,N
LP01791,Male,No,0,Not Graduate,No,118410,26856,4627950,120,0,Urban,N
LP00544,Male,No,3+,Not Graduate,Yes,343443,121183,2790574,120,1,Semiurban,Y
LP00502,Male,No,0,Not Graduate,No,104587,109407,4980185,300,1,Urban,N
LP00556,Male,No,2,Not Graduate,No,32678,133966,2458928,120,0,Rural,N
LP00609,Male,No,1,Not Graduate,No,429384,39179,2313374,300,0,Urban,N
LP00016,Female,No,1,Graduate,Yes,196027,88296,3481532,240,0,Rural,N
LP01367,Male,Yes,0,Graduate,No,485267,152252,4916352,120,0,Rural,N
LP01916,Female,Yes,1,Not Graduate,Yes,214680,36989,3040381,300,0,Rural,N
LP00774,Male,Yes,1,Graduate,No,39168,190445,1126718,360,0,Rural,N
LP01975,Male,No,0,Not Graduate,Yes,139082,84484,4136151,180,1,Semiurban,Y
LP00413,Male,Yes,3+,Not Graduate,Yes,337902,71874,1349968,120,1,Semiurban,Y
LP00126,Female,Yes,1,Graduate,No,360237,182629,2640215,120,1,Rural,Y
LP00289,Female,No,0,Not Graduate,No,196376,35866,4159278,300,1,Semiurban,Y
LP00747,Male,No,3+,Graduate,Yes,248175,86064,1356753,180,0,Rural,N
LP01379,Female,No,3+,Graduate,No,389894,32943,110743,240,1,Semiurban,Y
LP00313,Female,Yes,3+,Not Graduate,Yes,31051,189705,4769426,120,0,Urban,N
LP01262,Female,Yes,0,Graduate,No,457145,34859,1843565,300,0,Rural,N
LP00629,Female,No,3+,Not Graduate,Yes,222048,130166,2682777,360,0,Rural,N
LP01291,Female,No,3+,Not Graduate,Yes,116650,33814,4361137,120,0,Urban,N
LP01073,Female,No,0,Not Graduate,No,428533,89267,2099694,240,0,Urban,N
LP00860,Female,No,3+,Graduate,No,113516,103853,4284764,120,0,Semiurban,N
LP00750,Male,No,0,Graduate,No,51284,137241,1855378,300,0,Rural,N
LP00193,Female,No,2,Not Graduate,Yes,356006,164669,4192674,300,1,Urban,Y
LP01189,Female,Yes,3+,Not Graduate,Yes,282377,11771,1748802,300,1,Rural,Y
LP00389,Female,No,3+,Graduate,Yes,346010,105123,1448542,180,0,Rural,N
LP00661,Male,No,3+,Graduate,No,419040,19476,3880584,360,0,Urban,N
LP01922,Male,Yes,2,Graduate,Yes,361077,30248,432773,240,0,Urban,N
LP01449,Female,Yes,1,Graduate,Yes,240941,85911,423292,180,1,Urban,Y
LP01919,Female,Yes,3+,Not Graduate,Yes,336881,37967,1292328,300,1,Rural,Y
LP01287,Female,No,3+,Graduate,Yes,84787,128024,978013,240,1,Rural,Y
LP01035,Male,No,1,Graduate,No,315525,22762,785841,360,0,Urban,N
LP01550,Female,No,0,Not Graduate,No,497572,187475,4437011,360,1,Semiurban,Y
LP01642,Female,Yes,1,Graduate,No,148536,67040,4689642,240,0,Rural,N
LP01771,Male,Yes,1,Graduate,Yes,369650,63386,3400856,360,1,Semiurban,Y
LP01222,Female,Yes,3+,Graduate,Yes,299000,163889,4330903,240,0,Urban,N
LP00326,Female,Yes,3+,Graduate,Yes,113729,24882,4277328,120,1,Rural,N
LP01332,Male,Yes,3+,Not Graduate,Yes,64384,6115,2896839,240,1,Urban,N
LP00616,Female,No,0,Graduate,No,178585,36956,3978155,300,1,Rural,Y
LP01138,Male,No,1,Graduate,Yes,461999,168190,422086,120,0,Urban,N
LP01925,Male,No,2,Not Graduate,No,37548,128853,3147976,180,1,Rural,Y
LP00057,Male,No,3+,Graduate,No,157249,145422,1985666,360,1,Semiurban,Y
LP00368,Male,No,0,Not Graduate,No,486801,130360,1800727,120,0,Urban,N
LP00982,Male,Yes,0,Graduate,No,69531,73182,671866,300,0,Urban,N
LP00711,Female,Yes,0,Not Graduate,Yes,268317,80501,1546944,300,0,Semiurban,N
LP00450,Male,No,2,Not Graduate,No,360343,77477,947406,120,1,Rural,Y
LP01660,Female,No,0,Not Graduate,No,205810,187876,963730,240,0,Semiurban,N
LP00035,Male,No,3+,Not Graduate,Yes,332678,90960,3587566,300,1,Semiurban,Y
LP00209,Male,Yes,3+,Graduate,No,451188,111035,4356569,300,1,Rural,Y
LP00043,Female,No,1,Not Graduate,No,182983,40993,3410026,120,1,Rural,Y
LP00949,Male,No,3+,Not Graduate,Yes,68705,15988,549048,360,1,Semiurban,Y
LP00423,Male,Yes,0,Graduate,No,484130,128629,3180806,360,1,Urban,Y
LP01680,Female,Yes,3+,Not Graduate,No,175658,9430,267182,120,1,Semiurban,Y
LP01893,Male,No,2,Not Graduate,Yes,157175,10415,4277532,240,1,Rural,N
LP01086,Male,No,1,Graduate,No,174714,162613,2744260,360,1,Rural,Y
LP01316,Female,No,2,Graduate,No,330638,86222,1669135,180,0,Rural,N
LP01755,Female,Yes,0,Graduate,No,391065,184748,4123073,240,0,Urban,N
LP00480,Female,Yes,1,Graduate,No,451263,895,2495276,120,1,Rural,Y
LP01329,Female,Yes,0,Not Graduate,Yes,241409,56758,3385800,240,0,Rural,N
LP00870,Male,No,1,Not Graduate,Yes,199094,136484,4932537,120,0,Rural,N
LP01693,Male,No,1,Graduate,No,162331,73495,3252490,120,0,Semiurban,N
LP01505,Male,No,1,Not Graduate,No,490300,197087,4952158,180,0,Rural,N
LP01022,Female,Yes,0,Graduate,No,442464,5536,4411040,180,1,Rural,Y
LP01477,Male,Yes,0,Graduate,No,212352,145466,1589393,240,1,Semiurban,Y
LP01302,Male,No,1,Graduate,Yes,456983,58630,1428376,360,1,Semiurban,Y
LP01901,Male,No,1,Not Graduate,Yes,47888,16275,857767,300,0,Semiurban,N
LP00625,Male,Yes,3+,Graduate,No,43748,109908,2107352,120,1,Urban,Y
LP01807,Male,Yes,3+,Not Graduate,Yes,480694,86924,578636,120,1,Urban,Y
LP01509,Female,No,1,Not Graduate,No,113141,38352,2254963,180,0,Rural,N
LP00628,Male,No,3+,Graduate,No,42547,187148,1477517,180,1,Semiurban,Y
LP00900,Male,No,2,Not Graduate,No,21648,73601,1839207,240,0,Urban,N
LP00121,Female,Yes,3+,Not Graduate,Yes,71905,138304,3017586,360,0,Urban,N
LP01131,Male,No,0,Not Graduate,No,432194,176222,3427422,120,1,Semiurban,Y
LP00134,Male,No,0,Not Graduate,No,119620,34463,550730,120,0,Semiurban,N
LP01665,Female,No,1,Not Graduate,No,235996,69509,1547750,120,1,Urban,Y
LP00394,Female,No,1,Not Graduate,No,242165,31723,3249901,180,1,Semiurban,Y
LP01008,Male,No,3+,Not Graduate,Yes,80871,66172,3447971,360,1,Rural,N
LP01504,Male,No,1,Not Graduate,No,431965,135572,3201674,180,1,Urban,Y
LP01519,Male,No,1,Not Graduate,No,476264,70311,3174404,360,0,Rural,N
LP00601,Female,Yes,0,Graduate,No,132698,135861,3382849,300,1,Rural,Y
LP01868,Female,No,2,Not Graduate,Yes,143664,32357,2133386,360,0,Rural,N
LP01248,Male,Yes,0,Not Graduate,No,281144,117724,3029849,240,0,Urban,N
LP01992,Female,No,3+,Graduate,Yes,374731,13645,3862923,240,1,Semiurban,Y
LP00632,Male,Yes,0,Graduate,No,136308,143086,266520,180,0,Urban,N
LP00973,Male,No,0,Not Graduate,Yes,142915,72225,454211,180,1,Urban,Y
LP01310,Female,No,2,Graduate,No,352323,147928,3853195,360,0,Rural,N
LP00560,Male,Yes,1,Graduate,No,430028,131806,3206177,300,0,Semiurban,N
LP01579,Female,No,1,Graduate,No,58501,3019,2820006,180,1,Urban,N
LP01317,Female,No,3+,Not Graduate,Yes,159562,58596,1364588,120,1,Semiurban,Y
LP01711,Male,No,0,Graduate,No,292586,131680,4982246,300,1,Rural,Y
LP00749,Male,Yes,2,Graduate,No,137075,109391,1191038,120,0,Semiurban,N
LP00175,Male,No,3+,Graduate,Yes,421881,94649,4342911,300,1,Semiurban,Y
LP00410,Male,Yes,1,Graduate,Yes,306684,147192,301121,300,0,Rural,N
LP00432,Female,No,0,Not Graduate,No,159942,127903,308242,360,1,Urban,Y
LP00010,Male,Yes,2,Not Graduate,Yes,94991,14819,3405614,240,1,Rural,N
LP00923,Male,Yes,1,Not Graduate,No,318141,20208,4644121,120,0,Semiurban,N
LP01632,Male,No,3+,Graduate,Yes,262458,32203,2961129,300,1,Semiurban,Y
LP00800,Male,No,3+,Graduate,No,317216,190884,1302459,240,0,Rural,N
LP01400,Female,Yes,0,Graduate,No,300342,194737,1170872,300,0,Urban,N
LP00433,Male,Yes,3+,Not Graduate,Yes,209227,155858,4990717,240,1,Rural,Y
LP01859,Female,Yes,0,Not Graduate,No,36875,113980,4973652,360,0,Semiurban,N
LP01458,Female,Yes,1,Not Graduate,No,246652,85479,3252833,300,0,Semiurban,N
LP01351,Female,Yes,0,Graduate,No,386325,63811,3179822,240,0,Rural,N
LP01006,Female,Yes,3+,Not Graduate,Yes,110223,114370,4167969,360,0,Semiurban,N
LP00226,Female,No,2,Not Graduate,No,27879,66419,3026743,120,0,Urban,N
LP00702,Female,Yes,2,Graduate,No,332548,107965,4862454,360,1,Rural,Y
LP01476,Male,No,1,Not Graduate,Yes,207912,72395,2044151,300,0,Semiurban,N
LP01395,Male,No,2,Not Graduate,Yes,440628,114007,1785015,360,0,Urban,N
LP00316,Male,No,2,Graduate,No,359571,182291,4609350,240,1,Urban,Y
LP00153,Female,No,0,Graduate,Yes,154969,49702,901545,180,0,Urban,N
LP01149,Female,Yes,1,Not Graduate,No,101484,165357,4189709,240,0,Urban,N
LP00258,Female,Yes,3+,Not Graduate,No,300764,181478,3731816,300,1,Urban,Y
LP00827,Female,No,0,Not Graduate,No,374199,130682,4073871,180,1,Semiurban,Y
LP00882,Female,No,0,Graduate,Yes,349869,34562,3746845,360,0,Semiurban,N
LP00195,Female,Yes,0,Graduate,No,247475,36324,2610989,240,1,Urban,Y
LP01445,Male,Yes,0,Graduate,Yes,177090,27343,213602,300,1,Semiurban,Y
LP00332,Male,No,1,Not Graduate,No,118507,189836,2082906,360,0,Semiurban,N
LP00636,Male,Yes,3+,Graduate,Yes,438401,162086,4727211,300,1,Semiurban,Y
LP01369,Female,Yes,3+,Graduate,Yes,374661,186128,2468371,180,1,Urban,Y
LP01426,Male,Yes,2,Not Graduate,Yes,412203,53461,3745700,180,0,Rural,N
LP00215,Male,Yes,0,Graduate,Yes,215730,158765,4522906,180,1,Urban,Y
LP01881,Female,Yes,1,Not Graduate,Yes,426364,71162,551116,240,1,Urban,Y
LP01153,Female,No,2,Not Graduate,Yes,51581,177602,3107062,360,1,Semiurban,Y
LP00740,Male,No,1,Not Graduate,Yes,398726,183158,2097967,360,1,Semiurban,Y
LP00521,Female,No,1,Graduate,Yes,109723,101608,4999616,180,0,Urban,N
LP01137,Female,Yes,3+,Graduate,No,382646,141674,543331,300,1,Urban,Y
LP00996,Female,Yes,1,Graduate,No,408968,152716,4852119,120,0,Rural,N
LP00988,Female,Yes,2,Graduate,No,219435,33431,2165979,120,1,Urban,Y
LP00810,Male,Yes,0,Not Graduate,No,97653,145848,930565,300,0,Semiurban,N
LP01229,Female,No,1,Graduate,Yes,172084,74611,3673917,180,1,Rural,Y
LP01269,Female,No,1,Not Graduate,Yes,255851,1431,3666171,360,1,Urban,Y
LP01984,Male,Yes,1,Graduate,Yes,470589,44429,3285032,300,0,Semiurban,N
LP00398,Female,Yes,0,Graduate,No,75860,184427,1845125,360,0,Rural,N
LP01268,Male,Yes,0,Graduate,No,126898,179950,3591813,120,1,Urban,Y
LP00119,Female,No,1,Not Graduate,No,292845,53204,2008623,180,1,Semiurban,Y
LP00955,Male,Yes,3+,Not Graduate,Yes,36714,28375,1823532,360,0,Semiurban,N
LP01391,Female,Yes,0,Not Graduate,No,370321,5263,944684,120,1,Rural,Y
LP00663,Female,Yes,2,Not Graduate,Yes,416050,120532,1742287,300,1,Semiurban,Y
LP01625,Male,No,1,Not Graduate,No,229252,166745,2728697,240,1,Semiurban,Y
LP01232,Male,Yes,3+,Not Graduate,Yes,48754,165747,349272,120,0,Rural,N
LP01470,Male,Yes,1,Not Graduate,Yes,152762,194983,2374157,360,0,Urban,N
LP00378,Female,Yes,2,Not Graduate,No,267194,52967,3072281,360,1,Rural,Y
LP01224,Female,Yes,3+,Not Graduate,Yes,280435,60361,4725866,360,1,Urban,Y
LP00133,Female,Yes,3+,Graduate,Yes,384710,16485,3576588,240,0,Urban,N
LP00843,Female,No,2,Graduate,No,344422,164266,81346,180,0,Semiurban,N
LP01940,Female,Yes,2,Graduate,No,270418,69333,3330560,360,0,Urban,N
LP00497,Male,Yes,3+,Graduate,No,47496,6924,2666375,120,1,Urban,N
LP00114,Female,Yes,3+,Graduate,No,447239,3672,3824843,300,0,Semiurban,N
LP01963,Female,Yes,0,Not Graduate,Yes,109674,12086,774495,300,1,Rural,Y
LP00659,Female,Yes,2,Graduate,No,179236,120393,1601960,360,1,Semiurban,Y
LP00746,Male,No,0,Graduate,Yes,216023,157054,4338269,300,1,Rural,Y
LP01690,Male,Yes,3+,Graduate,No,423362,67154,2157635,360,1,Rural,Y
LP01546,Male,Yes,0,Graduate,Yes,209532,35830,3220475,180,1,Semiurban,Y
LP01466,Male,Yes,2,Graduate,Yes,251209,128135,4563550,120,1,Urban,Y
LP01196,Male,No,2,Not Graduate,No,169285,41923,2101997,240,0,Urban,N
LP00694,Female,No,0,Graduate,No,439742,19931,1157536,240,0,Urban,N
LP01767,Female,No,0,Not Graduate,No,415184,79236,200607,180,1,Semiurban,Y
LP00095,Male,Yes,2,Graduate,Yes,212496,87321,3744166,120,1,Semiurban,Y
LP00641,Female,No,2,Not Graduate,Yes,205337,18492,1116134,180,0,Urban,N
LP00515,Female,No,1,Graduate,No,114601,144903,940179,300,1,Semiurban,Y
LP01787,Female,No,1,Graduate,Yes,45716,58826,3214596,360,0,Semiurban,N
LP01877,Male,Yes,2,Not Graduate,No,476371,78935,2546418,240,0,Rural,N
LP00253,Male,Yes,3+,Not Graduate,Yes,499056,98300,3066998,120,1,Semiurban,Y
LP00116,Male,Yes,2,Graduate,Yes,113960,36165,4179991,240,1,Semiurban,N
LP01703,Male,No,2,Not Graduate,No,444289,2824,3510252,360,1,Urban,Y
LP01328,Male,Yes,1,Graduate,Yes,459811,97208,3539563,240,0,Semiurban,N
LP00598,Male,Yes,0,Not Graduate,No,466672,107036,3293319,300,1,Urban,Y
LP01271,Male,No,2,Not Graduate,Yes,336147,63719,1628921,120,1,Semiurban,Y
LP01085,Female,Yes,1,Not Graduate,Yes,236289,33132,574601,360,0,Urban,N
LP01762,Male,Yes,2,Graduate,Yes,72960,46405,4809272,180,1,Urban,N
LP01115,Male,No,0,Graduate,No,28691,32012,3184923,180,0,Urban,N
LP01143,Female,No,1,Not Graduate,Yes,358651,4262,2720722,240,1,Rural,Y
LP00828,Female,No,3+,Graduate,No,482040,43609,560167,240,0,Rural,N
LP00304,Male,Yes,0,Not Graduate,No,243207,155545,2739032,240,1,Rural,Y
LP00048,Male,No,1,Graduate,Yes,176864,169975,2541358,240,0,Rural,N
LP00582,Female,No,0,Graduate,Yes,286617,160874,1847488,360,1,Rural,Y
LP01905,Female,Yes,2,Not Graduate,No,410770,103572,1872192,240,1,Semiurban,Y
LP01181,Female,No,1,Not Graduate,No,225922,102647,795526,180,1,Urban,Y
LP00932,Female,Yes,2,Graduate,Yes,307062,183696,1925190,180,0,Rural,N
LP01256,Female,Yes,3+,Not Graduate,No,222135,102472,2923706,240,0,Rural,N
LP00396,Male,No,1,Not Graduate,Yes,306970,127695,4714119,120,0,Urban,N
LP00509,Male,Yes,2,Not Graduate,Yes,105845,144214,972703,360,0,Rural,N
LP00595,Female,Yes,3+,Not Graduate,Yes,160726,186357,2952771,180,0,Semiurban,N
LP01959,Male,Yes,0,Graduate,Yes,262875,192433,3098251,240,0,Rural,N
LP00693,Male,No,3+,Not Graduate,No,328779,185474,4357432,300,1,Urban,Y
LP00390,Female,No,3+,Graduate,Yes,137150,136311,1091756,180,1,Urban,Y
LP01848,Male,Yes,1,Graduate,No,478461,23141,1889261,360,1,Semiurban,Y
LP01490,Female,No,1,Not Graduate,Yes,368871,178748,447857,120,0,Urban,N
LP00946,Male,No,0,Graduate,Yes,445347,192712,4609831,120,0,Rural,N
LP01408,Male,No,0,Graduate,No,336848,29100,4453615,120,1,Semiurban,Y
LP01830,Male,Yes,0,Graduate,Yes,108299,149565,3302131,180,0,Urban,N
LP00184,Male,No,1,Graduate,No,135469,192060,2280650,180,1,Rural,Y
LP00639,Female,Yes,1,Graduate,Yes,385150,14817,4942013,180,0,Semiurban,N
LP00276,Male,No,0,Not Graduate,Yes,48447,166824,4291171,120,0,Semiurban,N
LP00275,Female,Yes,0,Not Graduate,No,241476,111935,990791,180,0,Rural,N
LP00084,Male,Yes,3+,Graduate,Yes,332781,150148,2975292,180,1,Semiurban,Y
LP00471,Male,Yes,1,Graduate,No,448126,148091,3085866,180,0,Urban,N
LP00983,Male,No,1,Graduate,No,52370,154732,4569943,360,1,Rural,N
LP01822,Female,Yes,1,Not Graduate,Yes,377794,135353,1949831,300,0,Semiurban,N
LP00172,Female,No,0,Not Graduate,Yes,169421,183267,1070606,360,0,Rural,N
LP00670,Female,Yes,2,Not Graduate,No,174501,66452,313380,360,0,Urban,N
LP00765,Female,No,1,Not Graduate,Yes,225327,3597,3058697,120,0,Urban,N
LP01418,Male,No,3+,Graduate,No,166492,180214,3678458,360,1,Rural,Y
LP01307,Male,Yes,0,Not Graduate,Yes,78721,81243,2453041,120,1,Urban,Y
LP00912,Female,Yes,0,Graduate,No,468860,13720,2884673,300,1,Urban,Y
LP00428,Female,No,3+,Not Graduate,Yes,72585,6568,2472402,360,1,Semiurban,N
LP01338,Male,No,1,Not Graduate,No,193922,81981,1432727,300,1,Semiurban,Y
LP01016,Male,Yes,2,Not Graduate,No,113609,187880,3141862,180,1,Semiurban,Y
LP01998,Female,No,3+,Not Graduate,No,420705,95881,2193562,360,1,Semiurban,Y
LP01613,Male,Yes,2,Not Graduate,No,429164,44570,2522531,120,0,Semiurban,N
LP01727,Female,Yes,0,Graduate,Yes,484634,135666,4705550,120,1,Rural,Y
LP01624,Male,Yes,3+,Graduate,No,437803,85238,1661540,240,0,Semiurban,N
LP01428,Male,No,2,Not Graduate,Yes,486368,191791,3968578,240,1,Urban,Y
LP00564,Male,No,2,Graduate,No,497698,172648,4472951,300,0,Urban,N
LP01528,Male,Yes,1,Not Graduate,Yes,367183,107086,3358663,180,0,Rural,N
LP01815,Female,No,2,Graduate,Yes,270069,111746,3061112,360,0,Semiurban,N
LP01838,Male,Yes,2,Graduate,No,486535,14961,2686826,120,1,Semiurban,Y
LP00280,Female,No,1,Not Graduate,Yes,332707,126026,214254,360,0,Urban,N
LP00527,Female,Yes,3+,Not Graduate,Yes,406213,150670,3670950,360,1,Rural,Y
LP01195,Male,Yes,3+,Graduate,Yes,130056,163408,4226906,360,1,Semiurban,Y
LP01708,Male,Yes,1,Not Graduate,Yes,466020,171446,1979047,360,0,Semiurban,N
LP00344,Male,Yes,1,Graduate,No,114035,30739,3792668,360,1,Urban,N
LP01475,Male,Yes,0,Not Graduate,No,152157,87435,142603,120,1,Semiurban,Y
LP01568,Male,No,0,Not Graduate,Yes,386921,11142,3004153,180,1,Urban,Y
LP00094,Female,Yes,1,Graduate,Yes,438278,17593,1825359,360,0,Semiurban,N
LP00110,Female,No,2,Graduate,No,368336,196324,1457716,240,1,Urban,Y
LP01482,Female,Yes,1,Not Graduate,Yes,312396,86789,417709,300,0,Urban,N
LP00345,Male,No,2,Graduate,Yes,92910,174831,1342574,360,0,Semiurban,N
LP00366,Male,Yes,3+,Graduate,No,183182,131530,3771026,240,0,Urban,N
LP00815,Male,No,1,Not Graduate,No,404229,43920,4213520,240,1,Rural,Y
LP00210,Female,Yes,1,Graduate,No,390095,169814,3819359,180,0,Rural,N
LP01520,Male,No,0,Not Graduate,No,284788,97365,3914191,240,0,Semiurban,N
LP00644,Male,No,1,Graduate,No,34630,7251,2653579,120,0,Semiurban,N
LP00127,Female,No,0,Graduate,Yes,447672,161458,3820411,300,0,Urban,N
LP01551,Female,No,2,Not Graduate,Yes,341733,46433,1187001,240,1,Rural,Y
LP01738,Male,Yes,1,Not Graduate,Yes,374904,103449,2051803,120,1,Rural,Y
LP01350,Female,No,1,Graduate,No,65466,165664,2977324,240,1,Urban,Y
LP00889,Male,No,0,Not Graduate,No,342177,80340,3607726,360,0,Rural,N
LP00575,Male,No,1,Not Graduate,No,169716,33430,433215,300,1,Rural,Y
LP00737,Female,Yes,1,Not Graduate,No,459194,185944,4944230,360,1,Semiurban,Y
LP00696,Female,Yes,3+,Graduate,Yes,181432,67655,3610598,360,1,Semiurban,Y
LP00305,Female,No,0,Not Graduate,No,348125,97520,4687520,180,0,Urban,N
LP01846,Female,Yes,1,Not Graduate,No,249315,81793,2804188,120,1,Rural,Y
LP00858,Male,No,1,Not Graduate,No,100155,15311,558709,180,1,Rural,Y
LP00987,Male,Yes,3+,Not Graduate,No,54860,105950,2678759,300,1,Urban,Y
LP00695,Male,No,3+,Graduate,Yes,412848,101124,1453784,300,1,Urban,Y
LP01130,Female,Yes,1,Not Graduate,No,64021,115496,1240334,120,1,Urban,Y
LP01513,Male,Yes,3+,Not Graduate,Yes,186780,27089,2044394,180,1,Semiurban,Y
LP01675,Female,No,0,Not Graduate,Yes,35876,148653,1465141,120,0,Rural,N
LP01021,Female,No,2,Graduate,Yes,207151,176595,3055138,120,1,Semiurban,Y
LP00460,Female,Yes,1,Graduate,Yes,117963,50968,2459448,120,1,Urban,Y
LP00673,Male,No,1,Not Graduate,Yes,142419,121913,323319,360,1,Semiurban,Y
LP01298,Female,Yes,3+,Not Graduate,Yes,44955,11231,3235657,300,0,Semiurban,N
LP00100,Female,Yes,2,Graduate,Yes,68936,22023,1511852,300,0,Urban,N
LP00092,Female,No,2,Not Graduate,Yes,203516,56875,3967281,240,0,Rural,N
LP00517,Male,Yes,0,Not Graduate,Yes,188889,101712,65156,180,1,Rural,Y
LP01126,Male,Yes,3+,Not Graduate,No,210809,135264,4124682,120,0,Rural,N
LP01867,Male,No,3+,Not Graduate,Yes,410533,54820,378127,300,1,Semiurban,Y
LP00792,Male,Yes,0,Graduate,No,169769,98739,1006040,360,0,Rural,N
LP01048,Female,No,0,Not Graduate,No,343804,190944,1050378,300,1,Rural,Y
LP00498,Male,No,1,Not Graduate,No,212260,69252,4544223,360,1,Rural,Y
LP00520,Female,Yes,0,Graduate,Yes,326442,157249,3517969,240,0,Urban,N
LP00006,Female,Yes,3+,Not Graduate,Yes,410235,25750,3012823,120,1,Semiurban,Y
LP01294,Male,No,3+,Graduate,No,35900,142720,1189816,180,0,Rural,N
LP00214,Female,No,3+,Graduate,Yes,144105,105822,438603,120,1,Semiurban,Y
LP01286,Female,No,2,Not Graduate,Yes,321086,162517,3541210,180,1,Urban,Y
LP00771,Male,No,3+,Not Graduate,Yes,325383,85763,3608994,300,1,Semiurban,Y
LP00999,Male,Yes,0,Not Graduate,No,84067,105138,3441358,360,1,Urban,Y
LP00285,Male,Yes,0,Graduate,No,359356,127440,2262871,300,1,Semiurban,Y
LP00754,Male,No,0,Graduate,No,159244,54237,4932580,360,1,Urban,N
LP01563,Female,No,3+,Not Graduate,No,127695,133350,4840839,120,1,Semiurban,Y
LP01025,Female,Yes,0,Graduate,No,144165,89678,3760329,180,1,Urban,Y
LP01779,Female,Yes,3+,Graduate,No,351797,336,1517224,120,0,Semiurban,N
LP00211,Female,No,1,Graduate,Yes,141912,131523,1562144,300,0,Semiurban,N
LP00319,Female,Yes,2,Graduate,Yes,276750,157107,2436048,240,0,Rural,N
LP01461,Male,No,0,Graduate,Yes,410670,117874,650975,360,1,Urban,Y
LP00254,Male,Yes,1,Graduate,Yes,434061,42019,1157874,300,1,Urban,Y
LP01933,Female,No,1,Not Graduate,No,397714,153514,1519459,120,0,Urban,N
LP00648,Female,Yes,2,Not Graduate,No,59755,36037,1276218,300,0,Rural,N
LP00569,Male,Yes,3+,Graduate,No,377556,79861,3262466,180,1,Semiurban,Y
LP01610,Male,Yes,1,Not Graduate,No,57568,93377,108747,180,1,Semiurban,Y
LP00166,Male,No,2,Graduate,No,40324,171412,3766518,180,1,Rural,Y
LP01529,Female,Yes,1,Not Graduate,Yes,193480,141267,1928347,120,1,Rural,Y
LP01597,Male,No,1,Graduate,Yes,111070,84824,4392786,240,0,Semiurban,N
LP00453,Female,No,1,Not Graduate,No,212246,28577,1679849,180,1,Rural,Y
LP00775,Female,No,1,Not Graduate,No,484571,177326,1935802,120,1,Rural,Y
LP00058,Male,Yes,3+,Graduate,Yes,469185,76474,4979108,240,1,Semiurban,Y
LP00256,Female,Yes,2,Graduate,Yes,200004,84198,2100002,360,0,Rural,N
LP00131,Female,Yes,1,Graduate,Yes,400976,23753,1131502,300,0,Semiurban,N
LP01561,Female,Yes,2,Not Graduate,No,157772,70736,2316934,360,1,Semiurban,Y
LP01212,Male,Yes,2,Not Graduate,No,113591,13921,2879379,300,1,Urban,N
LP00163,Male,No,3+,Not Graduate,No,388291,113782,3294307,120,1,Semiurban,Y
LP00050,Male,No,2,Graduate,Yes,487640,591,4608281,360,0,Rural,N
LP01939,Male,Yes,2,Graduate,Yes,303003,176483,3832432,180,1,Semiurban,Y
LP00885,Female,No,0,Graduate,No,444970,11344,4341080,120,0,Urban,N
LP01103,Female,No,1,Graduate,Yes,451105,137517,4256442,300,1,Urban,Y
LP00242,Female,Yes,3+,Graduate,No,89048,38203,3590616,360,1,Urban,N
LP00135,Male,No,1,Graduate,Yes,499910,56629,3566505,360,1,Semiurban,Y
LP00277,Male,Yes,0,Not Graduate,Yes,428398,73197,1640440,300,0,Rural,N
LP01595,Female,Yes,3+,Graduate,No,425935,61899,1711722,240,0,Urban,N
LP00271,Female,No,3+,Not Graduate,Yes,318356,138055,691977,120,0,Urban,N
LP01639,Female,Yes,2,Graduate,No,311319,10873,1021500,120,1,Urban,Y
